FOLIO	DOR_C	SITE_CITY	LAND	IMP	S_DATE	SALES	NBHC	NBHD	TOTVAL
592241158	100	TAMPA	45400	172901	8/17/2017	283000	216010	HERITAGE	218301
592250120	100	TAMPA	35824	146336	12/27/2017	279900	216010	HERITAGE	182160
592250148	100	TAMPA	58800	183502	4/26/2017	305000	216010	HERITAGE	242302
592250152	100	TAMPA	43915	214366	10/6/2017	345000	216010	HERITAGE	258281
592250166	100	TAMPA	55345	216831	6/30/2017	344100	216010	HERITAGE	272176
592250168	100	TAMPA	55345	148375	12/22/2017	275000	216010	HERITAGE	203720
592250248	100	TAMPA	47246	153880	9/22/2017	288000	216010	HERITAGE	201126
592250262	100	TAMPA	39818	229780	1/5/2018	360000	216010	HERITAGE	269598
592250288	100	TAMPA	50387	186498	10/13/2017	315000	216010	HERITAGE	236885
592250344	100	TAMPA	55345	230295	10/6/2017	320129	216010	HERITAGE	285640
592250574	100	TAMPA	6250	241588	11/29/2017	359300	216010	HERITAGE	247838
592250576	100	TAMPA	6250	211057	11/28/2017	327600	216010	HERITAGE	217307
592250580	100	TAMPA	6250	210788	11/28/2017	338200	216010	HERITAGE	217038
592250584	100	TAMPA	7900	239441	12/27/2017	373100	216010	HERITAGE	247341
592250602	100	TAMPA	7705	174965	11/29/2017	316100	216010	HERITAGE	182670
592250668	100	TAMPA	6989	167056	11/30/2017	295100	216010	HERITAGE	174045
592250684	100	TAMPA	6250	207914	11/29/2017	353300	216010	HERITAGE	214164
592250696	100	TAMPA	9119	230853	12/29/2017	396200	216010	HERITAGE	239972
592250710	100	TAMPA	10191	238696	12/21/2017	362600	216010	HERITAGE	248887
592491422	100	TAMPA	32853	92616	1/16/2017	184000	216010	HERITAGE	125469
592491554	100	TAMPA	43329	119503	5/31/2017	203000	216010	HERITAGE	162832
592491572	100	TAMPA	44221	155332	11/17/2017	267500	216010	HERITAGE	199553
592491596	100	TAMPA	44221	155904	8/30/2017	270000	216010	HERITAGE	200125
592491614	100	TAMPA	46648	119092	8/24/2017	222000	216010	HERITAGE	165740
592491622	100	TAMPA	46648	143939	3/27/2017	200000	216010	HERITAGE	190587
592491630	100	TAMPA	46648	155907	12/27/2017	310000	216010	HERITAGE	202555
592491638	100	TAMPA	51097	97442	7/7/2017	194900	216010	HERITAGE	148539
592491644	100	TAMPA	40004	150440	8/11/2017	268000	216010	HERITAGE	190444
592491708	100	TAMPA	47680	155184	7/11/2017	289000	216010	HERITAGE	202864
592492366	100	TAMPA	42435	127496	10/12/2017	273000	216010	HERITAGE	169931
592492388	100	TAMPA	43857	167954	9/1/2017	285000	216010	HERITAGE	211811
592492802	100	TAMPA	46686	120704	3/21/2017	215000	216010	HERITAGE	167390
592492812	100	TAMPA	45298	127280	12/12/2017	235000	216010	HERITAGE	172578
592492826	100	TAMPA	65824	124025	5/22/2017	210000	216010	HERITAGE	189849
592492858	100	TAMPA	44688	107395	12/21/2017	199000	216010	HERITAGE	152083
592493020	100	TAMPA	30498	80524	12/15/2017	170000	216010	HERITAGE	111022
592493036	100	TAMPA	31878	105996	2/23/2017	220000	216010	HERITAGE	137874
592493502	100	TAMPA	36618	141365	6/5/2017	218000	216010	HERITAGE	177983
592493530	100	TAMPA	36618	96872	9/28/2017	214000	216010	HERITAGE	133490
592493542	100	TAMPA	32061	96565	8/31/2017	197000	216010	HERITAGE	128626
592493554	100	TAMPA	32061	89106	7/28/2017	175000	216010	HERITAGE	121167
592493594	100	TAMPA	32702	96565	8/24/2017	200000	216010	HERITAGE	129267
592493662	100	TAMPA	30498	80312	12/4/2017	183000	216010	HERITAGE	110810
592493670	100	TAMPA	33947	86406	6/23/2017	165000	216010	HERITAGE	120353
592493676	100	TAMPA	37263	80312	10/5/2017	158000	216010	HERITAGE	117575
592493714	100	TAMPA	29685	80312	11/30/2017	172500	216010	HERITAGE	109997
592493778	100	TAMPA	30498	85472	5/5/2017	172500	216010	HERITAGE	115970
592493786	100	TAMPA	26804	81912	3/21/2017	160000	216010	HERITAGE	108716
592494618	100	TAMPA	86235	193410	2/23/2017	280000	216010	HERITAGE	279645
592494640	100	TAMPA	82210	193410	7/28/2017	328000	216010	HERITAGE	275620
592510506	100	TAMPA	71122	166847	8/15/2017	300000	216010	HERITAGE	237969
592510514	100	TAMPA	78901	196028	8/30/2017	295000	216010	HERITAGE	274929
592510560	100	TAMPA	62291	196363	3/13/2017	296000	216010	HERITAGE	258654
592510592	100	TAMPA	95017	244148	7/28/2017	380000	216010	HERITAGE	339165
592510608	100	TAMPA	96752	229297	4/7/2017	361000	216010	HERITAGE	326049
592510912	100	TAMPA	65257	214996	1/23/2017	290000	216010	HERITAGE	280253
592510950	100	TAMPA	62011	210568	8/31/2017	230000	216010	HERITAGE	272579
592511008	100	TAMPA	55212	141548	7/26/2017	296500	216010	HERITAGE	196760
592511014	100	TAMPA	55212	165201	7/17/2017	315000	216010	HERITAGE	220413
592511018	100	TAMPA	55229	162544	3/22/2017	305000	216010	HERITAGE	217773
592511202	100	TAMPA	42416	173281	10/18/2017	284900	216010	HERITAGE	215697
592511246	100	TAMPA	44905	156317	12/27/2017	235000	216010	HERITAGE	201222
592511262	100	TAMPA	44905	171360	12/15/2017	300000	216010	HERITAGE	216265
592511278	100	TAMPA	48789	172865	6/5/2017	290000	216010	HERITAGE	221654
592511310	100	TAMPA	66121	148719	9/8/2017	314000	216010	HERITAGE	214840
592511316	100	TAMPA	64058	127443	8/11/2017	255000	216010	HERITAGE	191501
592511324	100	TAMPA	62705	147679	11/6/2017	265000	216010	HERITAGE	210384
592511354	100	TAMPA	57478	164979	10/27/2017	287500	216010	HERITAGE	222457
592511362	100	TAMPA	57478	144615	2/7/2017	257000	216010	HERITAGE	202093
592511372	100	TAMPA	59877	145545	5/24/2017	258000	216010	HERITAGE	205422
592511400	100	TAMPA	54655	148992	6/15/2017	284000	216010	HERITAGE	203647
592511406	100	TAMPA	54655	187070	8/31/2017	280000	216010	HERITAGE	241725
592511414	100	TAMPA	70874	152306	9/15/2017	267000	216010	HERITAGE	223180
592511656	100	TAMPA	65257	218298	8/15/2017	370500	216010	HERITAGE	283555
592511684	100	TAMPA	65257	214640	10/11/2017	380000	216010	HERITAGE	279897
592512148	100	TAMPA	114569	248991	11/17/2017	470000	216010	HERITAGE	363560
592512182	100	TAMPA	35483	128587	11/30/2017	248000	216010	HERITAGE	164070
592512186	100	TAMPA	56099	136592	11/16/2017	252500	216010	HERITAGE	192691
592512194	100	TAMPA	37969	135554	12/12/2017	248000	216010	HERITAGE	173523
592512208	100	TAMPA	45653	157947	5/17/2017	283900	216010	HERITAGE	203600
592512216	100	TAMPA	44021	128253	3/13/2017	239000	216010	HERITAGE	172274
592512352	100	TAMPA	41824	134751	8/1/2017	257500	216010	HERITAGE	176575
592512356	100	TAMPA	36796	120568	9/29/2017	190000	216010	HERITAGE	157364
592512430	100	TAMPA	36465	119887	7/31/2017	226500	216010	HERITAGE	156352
592512510	100	TAMPA	34642	145276	11/13/2017	275000	216010	HERITAGE	179918
592512512	100	TAMPA	36465	171860	8/28/2017	295000	216010	HERITAGE	208325
592512516	100	TAMPA	36465	118874	1/30/2017	209000	216010	HERITAGE	155339
592512544	100	TAMPA	54107	126714	6/13/2017	220500	216010	HERITAGE	180821
592512552	100	TAMPA	36465	165746	7/14/2017	270000	216010	HERITAGE	202211
592713406	100	TAMPA	62778	190177	6/5/2017	343500	216010	HERITAGE	252955
592713416	100	TAMPA	67851	202309	1/3/2017	345000	216010	HERITAGE	270160
592713426	100	TAMPA	75225	199888	8/4/2017	376000	216010	HERITAGE	275113
592713446	100	TAMPA	61402	134658	1/4/2018	280000	216010	HERITAGE	196060
592713456	100	TAMPA	58106	190961	6/8/2017	332000	216010	HERITAGE	249067
592713460	100	TAMPA	61402	159286	2/28/2017	290000	216010	HERITAGE	220688
592713472	100	TAMPA	61402	183436	9/18/2017	359000	216010	HERITAGE	244838
592713494	100	TAMPA	67239	159121	2/24/2017	280000	216010	HERITAGE	226360
592713510	100	TAMPA	67325	154717	1/12/2018	289000	216010	HERITAGE	222042
592713550	100	TAMPA	71711	198924	6/7/2017	370000	216010	HERITAGE	270635
594001020	100	TAMPA	73135	207717	5/3/2017	370000	216005	ARBORGRN	280852
594001034	100	TAMPA	69876	202768	8/4/2017	370000	216005	ARBORGRN	272644
594001132	100	TAMPA	58437	205020	4/5/2017	290000	216005	ARBORGRN	263457
594001146	100	TAMPA	80352	174931	10/2/2017	385000	216005	ARBORGRN	255283
594001148	100	TAMPA	92158	185432	1/9/2017	379000	216005	ARBORGRN	277590
594001178	100	TAMPA	50045	168909	6/14/2017	322000	216005	ARBORGRN	218954
594001206	100	TAMPA	110069	237722	2/24/2017	420000	216005	ARBORGRN	347791
594001214	100	TAMPA	85408	246698	7/20/2017	420000	216005	ARBORGRN	332106
594001222	100	TAMPA	82942	246580	7/6/2017	437500	216005	ARBORGRN	329522
594001240	100	TAMPA	91708	259604	2/17/2017	450000	216005	ARBORGRN	351312
594001288	100	TAMPA	162162	268486	1/19/2018	490000	216005	ARBORGRN	430648
594001290	100	TAMPA	94101	239408	3/24/2017	361000	216005	ARBORGRN	333509
594001298	100	TAMPA	92992	272937	4/27/2017	499000	216005	ARBORGRN	365929
594001338	100	TAMPA	94057	267826	5/10/2017	465000	216005	ARBORGRN	361883
594001342	100	TAMPA	85159	291754	2/15/2017	515000	216005	ARBORGRN	376913
594001518	100	TAMPA	70078	206457	3/22/2017	330000	216005	ARBORGRN	276535
594001536	100	TAMPA	87984	197592	6/23/2017	376500	216005	ARBORGRN	285576
594001552	100	TAMPA	60560	193744	1/12/2018	315000	216005	ARBORGRN	254304
594001636	100	TAMPA	96008	231714	8/11/2017	495000	216005	ARBORGRN	327722
594001678	100	TAMPA	59624	204721	7/31/2017	360000	216005	ARBORGRN	264345
594001858	100	TAMPA	74242	159000	11/16/2017	328000	216005	ARBORGRN	233242
594001868	100	TAMPA	64064	161868	11/27/2017	260000	216005	ARBORGRN	225932
594002056	100	TAMPA	93354	223030	5/22/2017	405000	216005	ARBORGRN	316384
594002058	100	TAMPA	93354	262945	6/23/2017	434000	216005	ARBORGRN	356299
594002068	100	TAMPA	71012	243384	12/1/2017	427000	216005	ARBORGRN	314396
594002102	100	TAMPA	74720	225247	11/14/2017	388000	216005	ARBORGRN	299967
594002114	100	TAMPA	70167	245550	9/29/2017	455000	216005	ARBORGRN	315717
594002134	100	TAMPA	109740	283699	11/9/2017	499000	216005	ARBORGRN	393439
594002158	100	TAMPA	90396	258447	9/27/2017	445000	216005	ARBORGRN	348843
594002608	100	TAMPA	82412	235163	12/19/2017	379000	216005	ARBORGRN	317575
594002706	100	TAMPA	75554	254389	9/1/2017	437000	216005	ARBORGRN	329943
594002726	100	TAMPA	75333	236160	11/16/2017	135000	216005	ARBORGRN	311493
594002728	100	TAMPA	75333	252947	5/24/2017	450000	216005	ARBORGRN	328280
594010836	100	TAMPA	50494	145322	10/6/2017	295000	216005	ARBORGRN	195816
594010844	100	TAMPA	64249	183368	3/28/2017	352500	216005	ARBORGRN	247617
594010846	100	TAMPA	64249	180846	10/16/2017	339000	216005	ARBORGRN	245095
594010870	100	TAMPA	64249	179305	9/25/2017	360000	216005	ARBORGRN	243554
594010878	100	TAMPA	37895	201462	5/3/2017	325000	216005	ARBORGRN	239357
594010916	100	TAMPA	68129	150336	5/8/2017	282500	216005	ARBORGRN	218465
594010924	100	TAMPA	45560	145219	2/8/2017	245000	216005	ARBORGRN	190779
594010944	100	TAMPA	60500	131492	6/15/2017	235000	216005	ARBORGRN	191992
594010972	100	TAMPA	45560	143104	9/22/2017	215000	216005	ARBORGRN	188664
594011000	100	TAMPA	70220	209867	4/26/2017	384000	216005	ARBORGRN	280087
594011024	100	TAMPA	99952	247344	7/25/2017	318929	216005	ARBORGRN	347296
594011106	100	TAMPA	107109	285249	8/9/2017	515000	216005	ARBORGRN	392358
594011120	100	TAMPA	109834	264536	6/23/2017	485000	216005	ARBORGRN	374370
594011222	100	TAMPA	62764	229395	5/31/2017	284900	216005	ARBORGRN	292159
594011296	100	TAMPA	62764	267808	3/17/2017	421000	216005	ARBORGRN	330572
594011298	100	TAMPA	66716	216982	5/15/2017	339900	216005	ARBORGRN	283698
594011308	100	TAMPA	46905	148595	5/5/2017	235000	216005	ARBORGRN	195500
594011328	100	TAMPA	65178	159874	12/1/2017	312000	216005	ARBORGRN	225052
594011348	100	TAMPA	47939	157008	1/10/2018	275500	216005	ARBORGRN	204947
594011352	100	TAMPA	45630	164376	2/6/2017	247000	216005	ARBORGRN	210006
594011400	100	TAMPA	70538	240128	6/30/2017	410000	216005	ARBORGRN	310666
594011460	100	TAMPA	91023	234205	4/11/2017	375000	216005	ARBORGRN	325228
594011466	100	TAMPA	88623	265039	12/14/2017	410000	216005	ARBORGRN	353662
594011530	100	TAMPA	74720	155811	6/22/2017	287000	216005	ARBORGRN	230531
594011534	100	TAMPA	55031	188868	5/26/2017	375000	216005	ARBORGRN	243899
594011852	100	TAMPA	41991	145669	10/19/2017	255000	216005	ARBORGRN	187660
594011872	100	TAMPA	45323	142796	7/27/2017	210000	216005	ARBORGRN	188119
594011880	100	TAMPA	37895	135634	3/28/2017	205000	216005	ARBORGRN	173529
594011890	100	TAMPA	39736	146316	8/25/2017	251000	216005	ARBORGRN	186052
594011910	100	TAMPA	37895	143874	1/31/2017	235000	216005	ARBORGRN	181769
594011970	100	TAMPA	91719	249165	9/15/2017	415000	216005	ARBORGRN	340884
594030520	100	TAMPA	66751	255081	5/31/2017	460000	216002	HUNGREEN	321832
594030558	100	TAMPA	75483	207942	10/26/2017	419000	216002	HUNGREEN	283425
594030602	100	TAMPA	55382	181996	6/28/2017	315000	216002	HUNGREEN	237378
594030630	100	TAMPA	56069	138752	9/27/2017	327000	216002	HUNGREEN	194821
594030688	100	TAMPA	57360	181065	6/30/2017	297500	216002	HUNGREEN	238425
594030690	100	TAMPA	51096	138538	5/1/2017	200000	216002	HUNGREEN	189634
594030706	100	TAMPA	66640	138752	8/8/2017	302500	216002	HUNGREEN	205392
594030740	100	TAMPA	41262	143047	9/21/2017	258000	216002	HUNGREEN	184309
594030750	100	TAMPA	41262	153738	4/28/2017	280000	216002	HUNGREEN	195000
594030788	100	TAMPA	105296	338103	7/10/2017	632100	216002	HUNGREEN	443399
594030830	100	TAMPA	63250	182458	4/17/2017	355000	216002	HUNGREEN	245708
594030844	100	TAMPA	55200	203429	4/7/2017	338500	216002	HUNGREEN	258629
594030864	100	TAMPA	66792	183105	8/8/2017	399900	216002	HUNGREEN	249897
594030870	100	TAMPA	80333	161364	10/2/2017	330000	216002	HUNGREEN	241697
594030896	100	TAMPA	64078	176945	10/25/2017	352500	216002	HUNGREEN	241023
594031028	100	TAMPA	118586	297646	3/31/2017	514900	216002	HUNGREEN	416232
594031038	100	TAMPA	179349	671956	11/9/2017	935000	216002	HUNGREEN	851305
594031074	100	TAMPA	90593	334942	5/1/2017	612500	216002	HUNGREEN	425535
594031204	100	TAMPA	50090	245495	10/10/2017	365000	216002	HUNGREEN	295585
594031230	100	TAMPA	55098	266662	10/31/2017	335000	216002	HUNGREEN	321760
594031256	100	TAMPA	61536	219246	4/27/2017	299000	216002	HUNGREEN	280782
594031268	100	TAMPA	67402	246493	4/28/2017	385000	216002	HUNGREEN	313895
594031300	100	TAMPA	62339	190053	2/24/2017	285000	216002	HUNGREEN	252392
594031310	100	TAMPA	57494	237259	1/13/2017	369000	216002	HUNGREEN	294753
594031312	100	TAMPA	58452	267666	6/13/2017	387000	216002	HUNGREEN	326118
594031314	100	Tampa	63983	204596	8/31/2017	379900	216002	HUNGREEN	268579
594031358	100	TAMPA	63242	201476	1/9/2017	345000	216002	HUNGREEN	264718
594031508	100	TAMPA	47870	140064	7/20/2017	253000	216002	HUNGREEN	187934
594031512	100	TAMPA	66633	151272	5/18/2017	325000	216002	HUNGREEN	217905
594031538	100	TAMPA	57738	124267	1/30/2017	240500	216002	HUNGREEN	182005
594031608	100	TAMPA	51266	121509	1/6/2017	224000	216002	HUNGREEN	172775
594031609	100	TAMPA	38014	99182	7/11/2017	180000	216002	HUNGREEN	137196
594031613	100	TAMPA	45153	122194	9/19/2017	235000	216002	HUNGREEN	167347
594031619	100	TAMPA	45721	103315	5/27/2017	215000	216002	HUNGREEN	149036
594031624	100	TAMPA	69400	130424	8/30/2017	267300	216002	HUNGREEN	199824
594031720	100	TAMPA	57494	170081	11/14/2017	329000	216002	HUNGREEN	227575
594031764	100	TAMPA	59771	157625	8/31/2017	315000	216002	HUNGREEN	217396
594031784	100	TAMPA	66149	149800	4/5/2017	300000	216002	HUNGREEN	215949
594031826	100	TAMPA	46838	100724	11/3/2017	195000	216002	HUNGREEN	147562
594031852	100	TAMPA	30087	138226	5/26/2017	210000	216002	HUNGREEN	168313
594031964	100	TAMPA	39558	148976	10/10/2017	264300	216002	HUNGREEN	188534
594031992	100	TAMPA	30087	109422	4/26/2017	210000	216002	HUNGREEN	139509
594032058	100	TAMPA	56062	209418	7/27/2017	339900	216002	HUNGREEN	265480
594032066	100	TAMPA	65123	206522	9/25/2017	363000	216002	HUNGREEN	271645
594032082	100	TAMPA	72385	178953	12/15/2017	227400	216002	HUNGREEN	251338
594032116	100	TAMPA	52848	176334	3/1/2017	276000	216002	HUNGREEN	229182
594032122	100	TAMPA	45041	148809	9/25/2017	290000	216002	HUNGREEN	193850
594032132	100	TAMPA	47653	145332	1/13/2017	290000	216002	HUNGREEN	192985
594032156	100	TAMPA	51074	175803	2/27/2017	330000	216002	HUNGREEN	226877
594032160	100	TAMPA	42346	142131	7/31/2017	259000	216002	HUNGREEN	184477
594032172	100	TAMPA	42346	137685	6/30/2017	265000	216002	HUNGREEN	180031
594032174	100	TAMPA	51074	120163	12/15/2017	230000	216002	HUNGREEN	171237
594032224	100	TAMPA	66457	289978	8/16/2017	485000	216002	HUNGREEN	356435
594032244	100	TAMPA	71946	279151	7/7/2017	425000	216002	HUNGREEN	351097
594032268	100	TAMPA	195792	358845	5/26/2017	482000	216002	HUNGREEN	554637
594032282	100	TAMPA	86165	260072	4/18/2017	375000	216002	HUNGREEN	346237
594032356	100	TAMPA	46305	130322	3/1/2017	255000	216002	HUNGREEN	176627
594032390	100	TAMPA	51552	129965	10/13/2017	230000	216002	HUNGREEN	181517
594032460	100	TAMPA	63118	202761	8/16/2017	352000	216002	HUNGREEN	265879
594032488	100	TAMPA	55200	188204	3/6/2017	307500	216002	HUNGREEN	243404
594032494	100	TAMPA	55200	218791	4/28/2017	330000	216002	HUNGREEN	273991
594032496	100	TAMPA	55200	205320	11/27/2017	350000	216002	HUNGREEN	260520
594032522	100	TAMPA	57959	122785	5/22/2017	239000	216002	HUNGREEN	180744
594032530	100	TAMPA	47889	150378	1/10/2017	249900	216002	HUNGREEN	198267
594032562	100	TAMPA	38014	137906	1/30/2017	244000	216002	HUNGREEN	175920
594032574	100	TAMPA	38014	139968	5/1/2017	250000	216002	HUNGREEN	177982
594032596	100	TAMPA	38014	143253	9/25/2017	255000	216002	HUNGREEN	181267
594032628	100	TAMPA	88794	196731	2/14/2017	265000	216002	HUNGREEN	285525
594032732	100	TAMPA	45633	147312	10/27/2017	255000	216002	HUNGREEN	192945
594032750	100	TAMPA	290716	671569	8/14/2017	940000	216002	HUNGREEN	962285
594032830	100	TAMPA	34863	101046	3/29/2017	175000	216002	HUNGREEN	135909
594032834	100	TAMPA	34863	112295	8/2/2017	188000	216002	HUNGREEN	147158
594032836	100	TAMPA	34863	160005	8/3/2017	245000	216002	HUNGREEN	194868
594032842	100	TAMPA	47636	164848	5/24/2017	310000	216002	HUNGREEN	212484
594032978	100	TAMPA	71087	281222	6/30/2017	399000	216002	HUNGREEN	352309
594032988	100	TAMPA	63707	299501	11/13/2017	464000	216002	HUNGREEN	363208
594033174	100	TAMPA	91236	218859	9/15/2017	429500	216002	HUNGREEN	310095
594033306	100	TAMPA	194539	429778	1/11/2017	657500	216002	HUNGREEN	624317
594033316	100	TAMPA	215578	503127	9/25/2017	1050000	216002	HUNGREEN	718705
594033418	100	TAMPA	75042	241969	7/29/2017	340000	216002	HUNGREEN	317011
594033432	100	TAMPA	60483	237543	1/27/2017	355000	216002	HUNGREEN	298026
594033458	100	TAMPA	55200	217686	2/10/2017	285000	216002	HUNGREEN	272886
594033462	100	TAMPA	55660	202567	11/13/2017	380000	216002	HUNGREEN	258227
594033490	100	TAMPA	74382	211371	8/25/2017	360000	216002	HUNGREEN	285753
594033570	100	TAMPA	51756	149202	3/2/2017	300000	216002	HUNGREEN	200958
594033652	100	TAMPA	44656	111343	11/8/2017	215500	216002	HUNGREEN	155999
594033670	100	TAMPA	33472	97689	5/3/2017	198000	216002	HUNGREEN	131161
594033682	100	TAMPA	38915	121244	6/6/2017	235000	216002	HUNGREEN	160159
594033690	100	TAMPA	33839	108825	5/19/2017	208000	216002	HUNGREEN	142664
594033724	100	TAMPA	42736	113032	7/20/2017	220000	216002	HUNGREEN	155768
594033760	100	TAMPA	39557	149850	4/28/2017	251500	216002	HUNGREEN	189407
594033862	100	TAMPA	52703	215807	6/30/2017	333500	216002	HUNGREEN	268510
594033864	100	TAMPA	52268	200738	3/24/2017	345000	216002	HUNGREEN	253006
594033882	100	TAMPA	56327	260544	7/27/2017	460000	216002	HUNGREEN	316871
594033898	100	TAMPA	53573	266783	4/14/2017	389900	216002	HUNGREEN	320356
594033912	100	TAMPA	52268	241070	5/1/2017	378000	216002	HUNGREEN	293338
594033926	100	TAMPA	52268	202900	8/9/2017	345000	216002	HUNGREEN	255168
594033980	100	TAMPA	93315	359206	6/29/2017	620000	216002	HUNGREEN	452521
594033992	100	TAMPA	91590	305543	7/10/2017	500000	216002	HUNGREEN	397133
594034154	100	TAMPA	41291	194875	2/17/2017	314000	216005	ARBORGRN	236166
594034184	100	TAMPA	45511	156960	2/15/2017	289000	216005	ARBORGRN	202471
594034252	100	TAMPA	59906	243281	11/9/2017	425000	216005	ARBORGRN	303187
594034280	100	TAMPA	60328	214176	10/6/2017	323000	216005	ARBORGRN	274504
594034332	100	TAMPA	94159	209427	12/22/2017	362500	216005	ARBORGRN	303586
594034358	100	TAMPA	52460	220946	2/15/2017	353000	216005	ARBORGRN	273406
1176530000	100	TAMPA	217918	106405	12/18/2017	545000	203006	HYDEPARK	324323
1177480100	100	TAMPA	124462	413668	12/8/2017	527000	203006	HYDEPARK	538130
1186490000	100	TAMPA	187748	312779	8/21/2017	799000	203006	HYDEPARK	500527
1674610000	100	TAMPA	22316	103334	8/29/2017	226000	205003	YBORCITY	125650
1674900000	100	TAMPA	26366	59993	6/6/2017	127000	205003	YBORCITY	86359
1674930000	100	TAMPA	23603	14350	6/26/2017	47500	205003	YBORCITY	37953
1674940000	100	TAMPA	23603	89298	8/9/2017	177000	205003	YBORCITY	112901
1675030000	100	TAMPA	26366	38208	10/6/2017	72000	205003	YBORCITY	64574
1676360000	100	TAMPA	13005	31837	8/7/2017	47000	205003	YBORCITY	44842
1692620000	100	TAMPA	481211	448336	7/26/2017	1025000	203012	DAVISISLE	929547
1692680000	100	TAMPA	2335608	2381464	1/25/2017	6275000	203012	DAVISISLE	4717072
1692850000	100	TAMPA	317918	83440	3/16/2017	495000	203012	DAVISISLE	401358
1693580000	100	TAMPA	811555	1561859	8/21/2017	3000000	203012	DAVISISLE	2373414
1693590000	100	TAMPA	842458	1415624	2/21/2017	2875000	203012	DAVISISLE	2258082
1694050100	100	TAMPA	410590	317427	8/29/2017	707000	203012	DAVISISLE	728017
1694170000	100	TAMPA	448131	191624	1/20/2017	820000	203012	DAVISISLE	639755
1694350000	100	TAMPA	503121	94983	5/8/2017	760000	203012	DAVISISLE	598104
1694450000	100	TAMPA	480427	791605	6/20/2017	2000000	203012	DAVISISLE	1272032
1694470000	100	TAMPA	357738	87530	4/28/2017	574900	203012	DAVISISLE	445268
1725690000	100	TAMPA	35370	61044	3/20/2017	103700	205003	YBORCITY	96414
1725700000	100	TAMPA	35370	58105	6/23/2017	150000	205003	YBORCITY	93475
1726030000	100	TAMPA	20750	112885	5/4/2017	195500	205003	YBORCITY	133635
1726220000	100	TAMPA	19060	50523	3/20/2017	110000	205003	YBORCITY	69583
1726370000	100	TAMPA	19060	47006	7/20/2017	85000	205003	YBORCITY	66066
1726390000	100	TAMPA	20750	38542	12/22/2017	70500	205003	YBORCITY	59292
1726700000	100	TAMPA	13228	29931	12/8/2017	55000	205003	YBORCITY	43159
1726980000	100	TAMPA	15120	113744	6/13/2017	180000	205003	YBORCITY	128864
1727100000	100	TAMPA	13173	57181	10/12/2017	70000	205003	YBORCITY	70354
1727580000	100	TAMPA	14423	34622	6/13/2017	70000	205003	YBORCITY	49045
1727670000	100	TAMPA	27286	45836	9/29/2017	146000	205003	YBORCITY	73122
1727900000	100	TAMPA	13586	47664	10/30/2017	76500	205003	YBORCITY	61250
1728070000	100	TAMPA	22401	59543	12/29/2017	125000	205003	YBORCITY	81944
1728420000	100	TAMPA	15582	30012	3/10/2017	91000	205003	YBORCITY	45594
1728490000	100	TAMPA	16216	137925	12/21/2017	205000	205003	YBORCITY	154141
1728850000	100	TAMPA	35041	47676	10/20/2017	182000	205003	YBORCITY	82717
1728890000	100	TAMPA	17564	90576	7/13/2017	212500	205003	YBORCITY	108140
1729020000	100	TAMPA	15000	49617	8/23/2017	122000	205003	YBORCITY	64617
1729270000	100	TAMPA	36312	47833	11/7/2017	129900	205003	YBORCITY	84145
1729520000	100	TAMPA	20160	59951	5/12/2017	63000	205003	YBORCITY	80111
1729900000	100	TAMPA	18375	42703	12/8/2017	119900	205003	YBORCITY	61078
1730220000	100	TAMPA	23296	98912	6/28/2017	230000	205003	YBORCITY	122208
1730290000	100	TAMPA	23296	38755	12/13/2017	75000	205003	YBORCITY	62051
1730820000	100	TAMPA	17093	97501	5/15/2017	186000	205003	YBORCITY	114594
1730840000	100	TAMPA	17093	80920	7/28/2017	190000	205003	YBORCITY	98013
1730860000	100	TAMPA	16252	32796	5/10/2017	86000	205003	YBORCITY	49048
1730870000	100	TAMPA	16252	46914	1/10/2018	72000	205003	YBORCITY	63166
1731070000	100	TAMPA	12607	58198	8/7/2017	52000	205003	YBORCITY	70805
1731150000	100	TAMPA	24432	64462	12/14/2017	115000	205003	YBORCITY	88894
1731160000	100	TAMPA	31433	49508	10/10/2017	150000	205003	YBORCITY	80941
1731190000	100	TAMPA	32056	137353	1/3/2018	220000	205003	YBORCITY	169409
1731280000	100	TAMPA	18385	69327	9/21/2017	77500	205003	YBORCITY	87712
1731370000	100	TAMPA	58721	78315	4/13/2017	160000	205003	YBORCITY	137036
1731470000	100	TAMPA	17261	64072	4/17/2017	149900	205003	YBORCITY	81333
1731490000	100	TAMPA	13342	81638	3/21/2017	171000	205003	YBORCITY	94980
1731780000	100	TAMPA	16929	113726	7/7/2017	190000	205003	YBORCITY	130655
1731920000	100	TAMPA	17261	85280	11/3/2017	180000	205003	YBORCITY	102541
1732080000	100	TAMPA	27600	34596	10/11/2017	82500	205003	YBORCITY	62196
1732270100	100	TAMPA	16359	47447	4/17/2017	85000	205003	YBORCITY	63806
1732600000	100	TAMPA	20880	43034	5/31/2017	74000	205003	YBORCITY	63914
1732850000	100	TAMPA	16840	49705	10/13/2017	149800	205003	YBORCITY	66545
1733060000	100	TAMPA	14850	48347	10/18/2017	118000	205003	YBORCITY	63197
1733220000	100	TAMPA	14392	88362	2/28/2017	152000	205003	YBORCITY	102754
1733520000	100	TAMPA	21415	25901	1/9/2018	180000	205003	YBORCITY	47316
1733600000	100	TAMPA	25808	86465	6/20/2017	160000	205003	YBORCITY	112273
1733750000	100	TAMPA	23004	51480	10/27/2017	90000	205003	YBORCITY	74484
