FOLIO	LAND	IMP	SALES	NBHD	TOTVAL	NBHD_CHEV	NBHD_DAV	NBHD_HUN	LAN_CHEV	LAN_DAV	LAN_HUN	IMP_CHEV	IMP_DAV	IMP_HUN	LAN_IMP	L_I_CHEV	L_I_DAV	L_I_HUN	LNSALES
1954170000	452.182	1192.4	1850	DAVISISLE	1644.582	0	1	0	0	452.182	0	0	1192.4	0	539181.8168	0	539181.8168	0	7.522940918
1954190000	359.381	565.862	1355	DAVISISLE	925.243	0	1	0	0	359.381	0	0	565.862	0	203360.0514	0	203360.0514	0	7.211556733
1954280000	892.99	1431.695	3325	DAVISISLE	2324.685	0	1	0	0	892.99	0	0	1431.695	0	1278489.318	0	1278489.318	0	8.109224953
1954310000	442.728	297.405	1530	DAVISISLE	740.133	0	1	0	0	442.728	0	0	297.405	0	131669.5208	0	131669.5208	0	7.333023014
1954560100	508.8	521.186	1805	DAVISISLE	1029.986	0	1	0	0	508.8	0	0	521.186	0	265179.4368	0	265179.4368	0	7.498315871
1954700000	514.396	348.356	905	DAVISISLE	862.752	0	1	0	0	514.396	0	0	348.356	0	179192.933	0	179192.933	0	6.807934944
1954940200	375.624	532.621	1225	DAVISISLE	908.245	0	1	0	0	375.624	0	0	532.621	0	200065.2305	0	200065.2305	0	7.110696123
1955480000	476.582	106.54	762.5	DAVISISLE	583.122	0	1	0	0	476.582	0	0	106.54	0	50775.04628	0	50775.04628	0	6.636602508
1955520000	371.551	158.102	762	DAVISISLE	529.653	0	1	0	0	371.551	0	0	158.102	0	58742.9562	0	58742.9562	0	6.635946556
1955530000	372.996	77.722	550	DAVISISLE	450.718	0	1	0	0	372.996	0	0	77.722	0	28989.99511	0	28989.99511	0	6.309918278
1955550000	369.31	53.77	487.5	DAVISISLE	423.08	0	1	0	0	369.31	0	0	53.77	0	19857.7987	0	19857.7987	0	6.18929029
1955620000	463.514	118.077	725	DAVISISLE	581.591	0	1	0	0	463.514	0	0	118.077	0	54730.34258	0	54730.34258	0	6.586171655
1955810000	452.758	838.06	2200	DAVISISLE	1290.818	0	1	0	0	452.758	0	0	838.06	0	379438.3695	0	379438.3695	0	7.696212639
1956130000	493.032	109.212	690.3	DAVISISLE	602.244	0	1	0	0	493.032	0	0	109.212	0	53845.01078	0	53845.01078	0	6.537126286
1956310000	760.32	1090.584	2780	DAVISISLE	1850.904	0	1	0	0	760.32	0	0	1090.584	0	829192.8269	0	829192.8269	0	7.930206207
1956700000	409.759	198.166	890	DAVISISLE	607.925	0	1	0	0	409.759	0	0	198.166	0	81200.30199	0	81200.30199	0	6.791221463
1956930000	216.271	34.982	383.8	DAVISISLE	251.253	0	1	0	0	216.271	0	0	34.982	0	7565.592122	0	7565.592122	0	5.950121584
1957090000	324.755	898.822	1660	DAVISISLE	1223.577	0	1	0	0	324.755	0	0	898.822	0	291896.9386	0	291896.9386	0	7.414572881
1957550000	656.37	361.34	1350	DAVISISLE	1017.71	0	1	0	0	656.37	0	0	361.34	0	237172.7358	0	237172.7358	0	7.207859871
1957660000	594.181	347.073	1150	DAVISISLE	941.254	0	1	0	0	594.181	0	0	347.073	0	206224.1822	0	206224.1822	0	7.047517221
1957750000	294.492	421.073	905	DAVISISLE	715.565	0	1	0	0	294.492	0	0	421.073	0	124002.6299	0	124002.6299	0	6.807934944
1958170000	447.408	589.729	1325	DAVISISLE	1037.137	0	1	0	0	447.408	0	0	589.729	0	263849.4724	0	263849.4724	0	7.189167738
1958350000	330.72	244.592	800	DAVISISLE	575.312	0	1	0	0	330.72	0	0	244.592	0	80891.46624	0	80891.46624	0	6.684611728
1958450100	315.982	565.172	1080	DAVISISLE	881.154	0	1	0	0	315.982	0	0	565.172	0	178584.1789	0	178584.1789	0	6.98471632
1958490000	357.387	160.697	655	DAVISISLE	518.084	0	1	0	0	357.387	0	0	160.697	0	57431.01874	0	57431.01874	0	6.484635236
1958560000	282.915	120.63	593	DAVISISLE	403.545	0	1	0	0	282.915	0	0	120.63	0	34128.03645	0	34128.03645	0	6.385194399
1958650000	223.1	509.016	947.4	DAVISISLE	732.116	0	1	0	0	223.1	0	0	509.016	0	113561.4696	0	113561.4696	0	6.85372139
1958690000	339.359	457.811	945	DAVISISLE	797.17	0	1	0	0	339.359	0	0	457.811	0	155362.2831	0	155362.2831	0	6.851184927
1958800000	377.304	1359.942	1600	DAVISISLE	1737.246	0	1	0	0	377.304	0	0	1359.942	0	513111.5564	0	513111.5564	0	7.377758908
1958900000	285.181	50.974	395	DAVISISLE	336.155	0	1	0	0	285.181	0	0	50.974	0	14536.81629	0	14536.81629	0	5.978885765
1959210000	203.136	52.582	423	DAVISISLE	255.718	0	1	0	0	203.136	0	0	52.582	0	10681.29715	0	10681.29715	0	6.047372179
1959220000	294.362	56.084	469	DAVISISLE	350.446	0	1	0	0	294.362	0	0	56.084	0	16508.99841	0	16508.99841	0	6.150602768
1959390000	220.8	52.078	450	DAVISISLE	272.878	0	1	0	0	220.8	0	0	52.078	0	11498.8224	0	11498.8224	0	6.109247583
1959450000	220.8	99.192	455	DAVISISLE	319.992	0	1	0	0	220.8	0	0	99.192	0	21901.5936	0	21901.5936	0	6.120297419
1959480000	220.8	518.265	675	DAVISISLE	739.065	0	1	0	0	220.8	0	0	518.265	0	114432.912	0	114432.912	0	6.514712691
1959830000	227.654	51.27	325	DAVISISLE	278.924	0	1	0	0	227.654	0	0	51.27	0	11671.82058	0	11671.82058	0	5.783825182
1959890000	225.216	90.799	495	DAVISISLE	316.015	0	1	0	0	225.216	0	0	90.799	0	20449.38758	0	20449.38758	0	6.204557763
1960230000	296.24	62.154	383	DAVISISLE	358.394	0	1	0	0	296.24	0	0	62.154	0	18412.50096	0	18412.50096	0	5.948034989
1960300000	325.22	134.207	560	DAVISISLE	459.427	0	1	0	0	325.22	0	0	134.207	0	43646.80054	0	43646.80054	0	6.327936784
1960370000	220.8	399.822	942.5	DAVISISLE	620.622	0	1	0	0	220.8	0	0	399.822	0	88280.6976	0	88280.6976	0	6.848535919
1960800000	236.9	44.122	425	DAVISISLE	281.022	0	1	0	0	236.9	0	0	44.122	0	10452.5018	0	10452.5018	0	6.052089169
1962950104	220.8	240.746	599.9	DAVISISLE	461.546	0	1	0	0	220.8	0	0	240.746	0	53156.7168	0	53156.7168	0	6.396762975
1962980000	447.552	532.149	1125	DAVISISLE	979.701	0	1	0	0	447.552	0	0	532.149	0	238164.3492	0	238164.3492	0	7.025538315
1963110050	263.959	414.224	966.5	DAVISISLE	678.183	0	1	0	0	263.959	0	0	414.224	0	109338.1528	0	109338.1528	0	6.873681299
1963430000	359.149	68.96	490	DAVISISLE	428.109	0	1	0	0	359.149	0	0	68.96	0	24766.91504	0	24766.91504	0	6.194405391
1964170000	345	75.444	495	DAVISISLE	420.444	0	1	0	0	345	0	0	75.444	0	26028.18	0	26028.18	0	6.204557763
1965900000	271.736	107.674	495	DAVISISLE	379.41	0	1	0	0	271.736	0	0	107.674	0	29258.90206	0	29258.90206	0	6.204557763
1967080000	329.438	158.375	705.3	DAVISISLE	487.813	0	1	0	0	329.438	0	0	158.375	0	52174.74325	0	52174.74325	0	6.558623244
1967120000	278.496	85.355	442.5	DAVISISLE	363.851	0	1	0	0	278.496	0	0	85.355	0	23771.02608	0	23771.02608	0	6.092440464
1967880000	328.776	82.479	698	DAVISISLE	411.255	0	1	0	0	328.776	0	0	82.479	0	27117.1157	0	27117.1157	0	6.548219103
1968140000	264.96	583.907	1000	DAVISISLE	848.867	0	1	0	0	264.96	0	0	583.907	0	154711.9987	0	154711.9987	0	6.907755279
1968160000	272.295	24.795	400	DAVISISLE	297.09	0	1	0	0	272.295	0	0	24.795	0	6751.554525	0	6751.554525	0	5.991464547
1968510000	328.868	562.018	1125	DAVISISLE	890.886	0	1	0	0	328.868	0	0	562.018	0	184829.7356	0	184829.7356	0	7.025538315
